,jv_intro,en_categories,title,language,link
55,"John Cena kanthi jeneng lair John Felix Anthony Cena, uga pegulat profésional, penyanyi Rap, lan aktor filem kang asalé saka Amérikah Sarékat. Cena uga duwé jejuluk John Cena , Mr. P, lan The Prototype. Cena lair ing kutha West Newbury, Massachusetts nalika tanggal 23 April 1977 .Cena miwiti dadi pegulat nalika lulus kuliah. Cena uga dadi aktor, filemé kaya ta The Marine, kang digawé karo World Wrestling Entertaintment. Mr. P kerep akting ing filem aksi.","Category:1977 births|Category:21st-century American male actors|Category:21st-century American male musicians|Category:21st-century American professional wrestlers|Category:21st-century American rappers|Category:21st-century male professional wrestlers|Category:All Wikipedia articles written in American English|Category:All articles containing potentially dated statements|Category:American car collectors|Category:American football offensive linemen|Category:American game show hosts|Category:American male film actors|Category:American male professional wrestlers|Category:American male rappers|Category:American male television actors|Category:American male voice actors|Category:American people of English descent|Category:American people of French-Canadian descent|Category:American philanthropists|Category:American professional wrestlers of Italian descent|Category:Articles containing potentially dated statements from 2001|Category:Articles with hAudio microformats|Category:Articles with hCards|Category:Articles with short description|Category:Biography with signature|Category:CS1: unfit URL|Category:CS1 Spanish-language sources (es)|Category:Catholics from Florida|Category:Catholics from Massachusetts|Category:Charity fundraisers (people)|Category:Columbia Records artists|Category:Commons category link is on Wikidata|Category:East Coast hip-hop musicians|Category:Exercise physiologists|Category:Internet memes|Category:Living people|Category:Male actors from Massachusetts|Category:Male actors from Tampa, Florida|Category:Money in the Bank winners|Category:Musicians from Tampa, Florida|Category:NWA/WCW/WWE United States Heavyweight Champions|Category:OVW Heavyweight Champions|Category:OVW Tag Team Champions|Category:Pages using embedded infobox templates with the title parameter|Category:People from Land o' Lakes, Florida|Category:People from West Newbury, Massachusetts|Category:Players of American football from Essex County, Massachusetts|Category:Pop rappers|Category:Professional wrestlers from Massachusetts|Category:Professional wrestlers from Tampa, Florida|Category:Rappers from Florida|Category:Rappers from Massachusetts|Category:Royal Rumble match winners|Category:S-aft: 'after' parameter includes the word 'incumbent'|Category:Short description is different from Wikidata|Category:Spokespersons|Category:Sportspeople from Essex County, Massachusetts|Category:Springfield College alumni|Category:Springfield Pride football players|Category:Television personalities from Florida|Category:Television producers from Florida|Category:Television producers from Massachusetts|Category:Template:Succession box: 'after' parameter includes the word 'incumbent'|Category:Use American English from April 2024|Category:Use mdy dates from May 2024|Category:WWE Champions|Category:Wikipedia indefinitely move-protected pages|Category:Wikipedia indefinitely semi-protected biographies of living people|Category:World Heavyweight Champions (WWE)|Category:World Tag Team Champions (WWE)|Category:World Tag Team Champions (WWE, 1971–2010)|Category:Wrestling Observer Newsletter award winners",John Cena,jv,https://jv.wikipedia.org/wiki/John_Cena
56,"William Wordsworth ya iku penyair saka Inggris.Dhèwèké nulis Lyrical Ballads taun 1798, karo Samuel Taylor Coleridge, kang banjur nuwuhaké gerakan Romantik Inggris.Dhèwèké lair ana Cockermouth, Cumberland, Inggris, tanggal 7 April 1770.Séda ana Rydal Mount, Westmorland, tanggal 23 April 1850.Ibuné séda nalika dhèwèké umur wolung taun, pengalaman iki ketok saka pakaryan pungkasané.Wordsworth lumebu Hawkshead Grammar School, nèng kéné dhèwèké wiwitan seneng geguritan.Bapaké séda nalika dhèwèké ing Hawkshead, ninggal dhèwèké lan seduluré papat.Wong tuwané, loro-loroné, séda saurungé dhèwèké umur 15 taun.Dhèwèké sinau ana Cambridge University.Nalika ana kana, dhèwèké ngisi wektu prèi mangsa panas lelungan menyang Switserlan lan Prancis.Dhèwèké antusias karo gegayuhané Revolusi Prancis.Dhèwèké wiwitan nulis geguritan nalika isih sekolah, nanging ora ana sing diterbitaké nganti taun 1793.","Category:1770 births|Category:1850 deaths|Category:18th-century Christian mystics|Category:18th-century English male writers|Category:18th-century English poets|Category:18th-century English writers|Category:19th-century Christian mystics|Category:19th-century English male writers|Category:19th-century English poets|Category:19th-century English writers|Category:19th-century mystics|Category:All accuracy disputes|Category:All articles with unsourced statements|Category:Alumni of St John's College, Cambridge|Category:Anglican poets|Category:Anglican writers|Category:Articles with Internet Archive links|Category:Articles with LibriVox links|Category:Articles with Project Gutenberg links|Category:Articles with disputed statements from January 2018|Category:Articles with short description|Category:Articles with unsourced statements from January 2025|Category:Articles with unsourced statements from June 2023|Category:Burials in Cumbria|Category:CS1 maint: numeric names: authors list|Category:English Anglicans|Category:English male poets|Category:Pages using Sister project links with hidden wikidata|Category:People associated with Durham University|Category:People educated at Hawkshead Grammar School|Category:People from Cockermouth|Category:People from Grasmere (village)|Category:Protestant mystics|Category:Romantic poets|Category:Short description matches Wikidata|Category:Sonneteers|Category:Use British English from August 2011|Category:Use dmy dates from April 2020|Category:Wikipedia articles incorporating a citation from the 1911 Encyclopaedia Britannica with Wikisource reference|Category:Wikipedia pending changes protected pages|Category:William Wordsworth|Category:Wordsworth family",William Wordsworth,jv,https://jv.wikipedia.org/wiki/William_Wordsworth
57,"Charles Babbage ya iku ilmuwan penemu mesin itung digital. Mesin itung kang tinemu Charles Babbage ya iku salah sawijining piranti kang paling misuwur ing sajarah perkembangan komputer, lan minangka kalkulator otomatis kang wiwitan. Mula dhèwèké sinebut Bapak Komputer. Charles Babbage lair ing Southwark, London, tanggal 26 Dhésèmber 1791. Bapake ya iku Benjamin Babbage ya iku sawijining pegawé bank. Nalika isih cilih, dhèwèké wis seneng wulangan matematika. Mula nalika dhèwèké sekolah ing Triniti Collage taun 1811, biji matematikane paling apik dhéwé. Malah, dhèwèké luwih pinter tinimbang gurune. Nalika umuré 20 taun, Babbage nyambut gawé minangka ahli matematika, mligi ing babagan babagan fungsi kalkulus. Taun 1816, dhèwèké dipilih dadi anggota Royal Society ya iku sawijining organisasi sains lan akademis independent ing Inggris Raya lan tokoh wigati ing Yayasan Astronomical Siciety, organisasi astronomi lan geofisika Inggris Raya taun 1920. Taun 1821, Babbage nyipta sawijining mesin kang bisa nyusun tabel matematika kang dijenengi diffrence Engine.Taun 1832, nalika dhèwèké nglengkapi mesin mau, Babbage nemu pamanggih ngenani mesi kang apik. Mesin iki diarani Analytical Engine kang ateges mesin kang manipulasi simbol umum lan duwé karakter saka komputer modern. Nanging karyané mau durung dikenal akèh wong, nanging nalika karya Babbage diterjemahake lan ditambah notes déning Ada Lovelace, karya Babbage langsung dikenal akèh wong. Saliyané mesin itung, Babage uga duwé karya-karya lan panemon, ing antarané ya iku Babbage nyipta sistem post modern ing Inggris, nyusun tabel asuransi wiwitan kang bisa diandalake, nemu locomotive cowcather, ya iku struktur kang wujudé wajik kang ana ing pérangan ngarep kreta kang bisa ngresiki rel saka gangguan, lan sapanunggale. Saliya iku, Babbage uga nyumbangake panyaruwe-panyaruwe sarta pemikiran ing babagan ékonomi lan pulitik. Salah sawijiné penghargaan kang ditampa déning Babbage ya iku gelar The Lucasian Chair of Mathematics saka Universitas Cambridge. Babbage tinggal donya ing London, tanggal 18 Oktober 1871.","Category:1791 births|Category:1871 deaths|Category:19th-century English engineers|Category:19th-century English mathematicians|Category:All articles with failed verification|Category:All articles with unsourced statements|Category:Alumni of Peterhouse, Cambridge|Category:Alumni of Trinity College, Cambridge|Category:Articles with Internet Archive links|Category:Articles with LibriVox links|Category:Articles with Project Gutenberg links|Category:Articles with failed verification from March 2019|Category:Articles with failed verification from October 2021|Category:Articles with hCards|Category:Articles with short description|Category:Articles with unsourced statements from December 2017|Category:Articles with unsourced statements from June 2022|Category:Biography with signature|Category:British business theorists|Category:Burials at Kensal Green Cemetery|Category:CS1 French-language sources (fr)|Category:CS1 maint: location missing publisher|Category:Charles Babbage|Category:Commons category link from Wikidata|Category:Corresponding members of the Saint Petersburg Academy of Sciences|Category:English Christians|Category:English computer scientists|Category:Fellows of the American Academy of Arts and Sciences|Category:Fellows of the Royal Astronomical Society|Category:Fellows of the Royal Society|Category:Fellows of the Royal Society of Edinburgh|Category:Lucasian Professors of Mathematics|Category:Mathematicians from London|Category:Pages containing links to subscription-only content|Category:Pages using cite ODNB with id parameter|Category:People educated at Totnes Grammar School|Category:People of the Industrial Revolution|Category:Recipients of the Gold Medal of the Royal Astronomical Society|Category:Short description matches Wikidata|Category:Use British English from November 2019|Category:Use dmy dates from June 2022|Category:Webarchive template wayback links|Category:Wikipedia articles incorporating a citation from the ODNB|Category:Wikipedia indefinitely move-protected pages|Category:Wikipedia pending changes protected pages",Charles Babbage,jv,https://jv.wikipedia.org/wiki/Charles_Babbage
58,"Sheikh Hasina Wazed (née Sheikh Hasina ; /ˈʃeɪk həˈsiːnə/ SHEKH ha-si-na; Banggala: শেখ হাসিনা ওয়াজেদ, salin aksara Shēkh Hasinā, [ˈʃekʰ ɦɐsina]; lair  28 Sèptèmber 1947; umur 77 taun) yaiku pulitikus Banggaladesa sing ngejabat minangka Mahamantri Banggaladesa sawise Januari 2009. Sadurunge, ia ngejabat minangka mahamantri saka Juni 1996 nganti Juli 2001. Ia menika mahamantri karo masa jabatan paling suwe ing sajarah Banggaladesa, karo total luwih saka 18 taun. Ia menika kepala pamrentahan wadon paling suwe ing donya.","Category:10th Jatiya Sangsad members|Category:11th Jatiya Sangsad members|Category:12th Jatiya Sangsad members|Category:1947 births|Category:20th-century Bangladeshi women politicians|Category:20th-century Bengalis|Category:20th-century Muslims|Category:20th-century women prime ministers|Category:21st-century Bangladeshi women politicians|Category:21st-century Bengalis|Category:21st-century Muslims|Category:21st-century women prime ministers|Category:5th Jatiya Sangsad members|Category:7th Jatiya Sangsad members|Category:8th Jatiya Sangsad members|Category:9th Jatiya Sangsad members|Category:All Wikipedia articles written in Bangladeshi English|Category:All articles with dead external links|Category:All articles with unsourced statements|Category:All pages needing cleanup|Category:Articles containing Bengali-language text|Category:Articles needing cleanup from October 2024|Category:Articles with Banglapedia links|Category:Articles with dead external links from May 2024|Category:Articles with short description|Category:Articles with unsourced statements from September 2021|Category:Awami League politicians|Category:Bangladeshi Sunni Muslims|Category:Bangladeshi exiles|Category:Bangladeshi expatriates in India|Category:Bangladeshi women in politics|Category:CS1 Bengali-language sources (bn)|Category:CS1 Hindi-language sources (hi)|Category:CS1 uses Bengali-language script (bn)|Category:Children of presidents of Bangladesh|Category:Children of prime ministers of Bangladesh|Category:Cleanup tagged articles with a reason field from October 2024|Category:Eden Mohila College alumni|Category:Female defence ministers|Category:Female interior ministers|Category:Heads of government who were later imprisoned|Category:Honorary Fellows of Bangla Academy|Category:Leaders of the Opposition (Bangladesh)|Category:Left-wing populists|Category:Living people|Category:Pages using Sister project links with hidden wikidata|Category:Pages with Bengali IPA|Category:Pages with non-numeric formatnum arguments|Category:People from Gopalganj District, Bangladesh|Category:People indicted for crimes against humanity|Category:Presidents of the Awami League|Category:Prime ministers of Bangladesh|Category:Sheikh Hasina|Category:Short description is different from Wikidata|Category:Tungipara Sheikh family|Category:University of Dhaka alumni|Category:Use Bangladeshi English from July 2021|Category:Use dmy dates from November 2024|Category:Webarchive template wayback links|Category:Wikipedia extended-confirmed-protected pages|Category:Wikipedia pages needing cleanup from October 2024|Category:Women dictators|Category:Women members of the Jatiya Sangsad|Category:Women opposition leaders",Sheikh Hasina,jv,https://jv.wikipedia.org/wiki/Sheikh_Hasina
59,"Aishwarya Rai-Bachchan utawa Aishwarya Bachchan(Jeneng lairé: Aishwarya Rai, Tulu: ಐಶ್ವರ್ಯಾ ರೈ) (lair ing Mangalore, Karnataka, India, 1 Novèmber 1973; umur 51 taun) dhèwèké iku artis utawa pemeran Bollywood kang tau dadi Miss World, sadurungé main ning donya filem, Aishwara Rai uga tau dadi model, Dhèwèké lair saka kulawarga berpendidikan, bapaké insinyur kelautan lan ibuné penulis. Rai shewe belajar ing Universitas Ruparel ing Mumbai nimba ngèlmu arsitek.liyané bintang filem, wanita ayu iki nglakoni karire ing donya modeling.kanthi bekalé dadi model, Rai mèlu ajang Miss India ing taun 1994 lan banjur ngadu nasib ngikuti kontès kecantikan Miss Worldlan menang.rampung saka tugas Miss World, Rai banjur ngeramaiké donya perfileman India karo karir ing donya akting.lan karir aktingé, wanita kang biyasa disapa Rai utawa Ash iki mbintangi 40 luwih judhul filem.",Category:1973 births|Category:20th-century Indian actresses|Category:21st-century Indian actresses|Category:Actresses from Mangalore|Category:Actresses from Mumbai|Category:Actresses in Bengali cinema|Category:Actresses in Hindi cinema|Category:Actresses in Tamil cinema|Category:Actresses in Telugu cinema|Category:All Wikipedia articles written in Indian English|Category:Alumni of D. G. Ruparel College|Category:Articles with hCards|Category:Articles with short description|Category:Bachchan family|Category:Biography with signature|Category:Bollywood Hungama person template using non-numeric ID|Category:Chevaliers of the Ordre des Arts et des Lettres|Category:Female models from Karnataka|Category:Filmfare Awards winners|Category:Good articles|Category:Indian Hindus|Category:Indian beauty pageant winners|Category:Indian expatriate actresses in the United Kingdom|Category:Indian expatriate actresses in the United States|Category:Indian film actresses|Category:International Indian Film Academy Awards winners|Category:Jai Hind College alumni|Category:Living people|Category:Miss World 1994 delegates|Category:Miss World winners|Category:Pages using Sister project links with hidden wikidata|Category:Pages with Hindi IPA|Category:People named in the Panama Papers|Category:Recipients of the Padma Shri in arts|Category:Screen Awards winners|Category:Short description matches Wikidata|Category:Tulu actresses|Category:United Nations goodwill ambassadors|Category:Use Indian English from May 2024|Category:Use dmy dates from May 2024|Category:Wikipedia indefinitely semi-protected pages|Category:Zee Cine Awards winners,Aishwarya Rai Bachchan,jv,https://jv.wikipedia.org/wiki/Aishwarya_Rai
60,"Ayatullah Sayyid Ali Khamenei (Basa Pèrsi: آیت‌الله سید علی حسینی خامنه‌ای) (lair 19 April 1939) iku Marja Syi'ah lan pimpinan kapindho Républik Islam Iran.  Miturut Artikel 107 lan 110 Konstitusi Republik Islam Iran, dhèwèké minangka pejabat dhuwur dhéwé ing negara kuwi lan Panglima Angkatan Bersenjata. Dhèwèké uga dadi Imam Sholat Jum'at Tehran lan direktur Yayasan Ensiklopedia Islam.Khamenei lumebu seminari sawisé ngrampungaké pendhidhikan dhasar.  Dhèwèké nerusaké pendhidhikan klasik nganti taun kapindho SMA.  Piyambakipun pikantuk pendidikan seminari ing seminari Masyhad, Najaf lan Qom. Nalika isih enom, Khamenei kenal karo Navvab Safavi, pangadeg lan pimpinan komunitas Fedaiyan Islam. Miturut dhèwèké , Navvab Safavi nggawe semangat revolusioner Islam pisanan ing dhèwèké. Ing taun 1336, dhèwèké ketemu Sayyid Ruhollah Khomeini. Patemon lan ketemu Khomeini nguwataké semangat revolusioner Khamenei. Selaras karo tujuan gerakan Khomeini, dhèwèké nerusake aktivitase nglawan papréntahan Pahlavi, lan sajrone perjuangan iki, papréntahan Pahlavi nangkep dhèwèké kaping enem. Ing taun 1977, gendarmerie ngusir dhèwèké menyang Iransyahr suwene telung taun, nalika bali menyang Teheran ing taun 1978, nalika protes populer. Sawise Revolusi Iran taun 1978, Khamenei dadi anggota Dewan Revolusioner, Imam Sholat Jum'at Tehran, lan Wakil Menteri Pertahanan. Sawisé iku, dhèwèké dadi wakil Teheran ing Majelis Permusyawaratan Islam kanggo siji mangsa lan Presiden Iran kanggo rong periode. Sawise Ruhollah Khomeini tilar donya ing taun 1989, Majelis Ahli milih dhèwèké dadi pimpinan nomer loro ing Iran.  Wiwit taun 1373, dhèwèké diwara-warakaké minangka salah sawijining Marja Syiah sing ditampa dening komunitas guru seminari Qom.  Majalah Forbes peringkat Khamenei 18th ing dhaptar wong paling kuat ing donya ing 2015.","Category:1939 births|Category:20th-century translators|Category:Al-Husayni family|Category:Ali Khamenei|Category:All articles lacking reliable references|Category:All articles with bare URLs for citations|Category:All articles with dead external links|Category:All articles with unsourced statements|Category:All articles with vague or ambiguous time|Category:All pages needing factual verification|Category:Anti-Americanism|Category:Anti-Zionism in the Middle East|Category:Articles containing Persian-language text|Category:Articles lacking reliable references from June 2019|Category:Articles with bare URLs for citations from December 2024|Category:Articles with dead external links from February 2013|Category:Articles with dead external links from February 2022|Category:Articles with dead external links from February 2025|Category:Articles with dead external links from July 2023|Category:Articles with dead external links from November 2016|Category:Articles with dead external links from November 2017|Category:Articles with hAudio microformats|Category:Articles with permanently dead external links|Category:Articles with short description|Category:Articles with unsourced statements from June 2022|Category:CS1: unfit URL|Category:CS1 Persian-language sources (fa)|Category:CS1 maint: archived copy as title|Category:CS1 maint: bot: original URL status unknown|Category:CS1 maint: numeric names: authors list|Category:CS1 uses Persian-language script (fa)|Category:Central Council of the Islamic Republican Party members|Category:Combatant Clergy Association politicians|Category:Commanders-in-chief of Iran|Category:Council of the Islamic Revolution members|Category:Deputies of Tehran, Rey, Shemiranat and Eslamshahr|Category:Guardian topic template using Wikidata|Category:Holocaust deniers|Category:Iranian Azerbaijanis|Category:Iranian Holocaust deniers|Category:Iranian Islamists|Category:Iranian Qutbists|Category:Iranian anti-Zionists|Category:Iranian dissidents|Category:Iranian grand ayatollahs|Category:Iranian individuals subject to U.S. Department of the Treasury sanctions|Category:Iranian people of the Iran–Iraq War|Category:Iranian politicians with disabilities|Category:Iranian revolutionaries|Category:Iranian translators|Category:Islamic Republican Party secretaries-general|Category:Living people|Category:Male critics of feminism|Category:Members of the 1st Islamic Consultative Assembly|Category:Members of the Assembly of Experts|Category:No local image but image on Wikidata|Category:Official website different in Wikidata and Wikipedia|Category:Pages including recorded pronunciations|Category:Pages using Sister project links with wikidata namespace mismatch|Category:Pages using the Phonos extension|Category:Pages with Persian IPA|Category:People appearing on C-SPAN|Category:People from Mashhad|Category:People of the Iranian revolution|Category:Persecution of Bahá'ís|Category:Politicide perpetrators|Category:Presidents of Iran|Category:Qom Seminary alumni|Category:Shia Islamists|Category:Short description matches Wikidata|Category:Specially Designated Nationals and Blocked Persons List|Category:Supreme Leaders of Iran|Category:Theocrats|Category:Use dmy dates from June 2024|Category:Vague or ambiguous time from January 2025|Category:Webarchive template wayback links|Category:Wikipedia articles needing factual verification from December 2024|Category:Wikipedia extended-confirmed-protected pages",Ali Khamenei,jv,https://jv.wikipedia.org/wiki/Ali_Khamenei
61,"Warren Edward Buffett (lair ing Omaha, Nebraska, Amérika Sarékat, 30 Agustus 1930; umur 94 taun) inggih punika salah satunggalipun investor, pangusaha, lan dhermawan saking Amérika Sarékat. Panjenenganipun misuwur minangka salah satunggalipun investor paling sukses sadonya. Panjenenganipun misuwur minangka Warren Buffett sang investor legendaris. Panjenengaipun nyepeng saham utami, chairman lan CEO Berkshire Hathaway.  Panjenenganipun kanthi konsisten dados salah satunggalipun tiyang paling sugi sajagad raya. Panjenenganipun dados tiyang paling sugih sadonya ing taun 2008 lan dados tiyang paling sugih kaping tiga ing taun 2011.Warren Buffett dipunsebat ""Oracle of Omaha"" utawi ""Sage of Omaha"" lan kawentar minangka tiyang ingkang irit sanajan sugih sanget. Buffet ugi misuwur minangka dhermawan, sasampunipun janji kanggé maringi 99% kasugihanipun kanggé kasus filantropis, mliginipun kanthi liwat Yayasan Gates. Panjenenganipun ugi njabat dados anggota dhewan penyantun Grinnell College.","Category:1930 births|Category:20th-century American businesspeople|Category:20th-century American philanthropists|Category:21st-century American businesspeople|Category:21st-century American philanthropists|Category:All Wikipedia articles written in American English|Category:All articles containing potentially dated statements|Category:All articles with dead external links|Category:American agnostics|Category:American billionaires|Category:American businesspeople in insurance|Category:American chairpersons of corporations|Category:American chief executives of Fortune 500 companies|Category:American chief executives of financial services companies|Category:American financial analysts|Category:American financial company founders|Category:American financiers|Category:American investors|Category:American money managers|Category:American people of English descent|Category:American stock traders|Category:American stockbrokers|Category:Articles containing potentially dated statements from 2023|Category:Articles containing video clips|Category:Articles with dead external links from April 2021|Category:Articles with hCards|Category:Articles with permanently dead external links|Category:Articles with short description|Category:Berkshire Hathaway employees|Category:Bill & Melinda Gates Foundation people|Category:Biography with signature|Category:Buffett family|Category:Businesspeople from Omaha, Nebraska|Category:CS1 errors: periodical ignored|Category:CS1 maint: multiple names: authors list|Category:Columbia Business School alumni|Category:Commons category link from Wikidata|Category:Directors of Berkshire Hathaway|Category:Directors of The Coca-Cola Company|Category:Equity securities|Category:Financial company founders|Category:Guardian topic template using Wikidata|Category:Living people|Category:Members of the American Philosophical Society|Category:Nebraska Democrats|Category:People appearing on C-SPAN|Category:Presidential Medal of Freedom recipients|Category:Short description is different from Wikidata|Category:Stock and commodity market managers|Category:The Washington Post people|Category:University of Nebraska–Lincoln alumni|Category:Use American English from March 2015|Category:Use mdy dates from May 2023|Category:Webarchive template wayback links|Category:Wikipedia indefinitely move-protected pages|Category:Wikipedia indefinitely semi-protected biographies of living people|Category:Woodrow Wilson High School (Washington, D.C.) alumni",Warren Buffett,jv,https://jv.wikipedia.org/wiki/Warren_Buffett
62,"Joseph John Thomson (1856-1940) inggih punika salah satunggaling ilmuwan ingkang miyos wonten ing Cheetham Hill, ing pundi piyambakipun dipunangkat minangka profesor fisika eksperimental wiwit taun 1884. Panaliténipun ngasilaken penemuan ""elektron"". Thomson mangertosi bilih gas saged dados ""penghantar"" listrik. Piyambakipun dados perintis ngèlmu fisika nuklir. Thomson menangaken Bebungah Nobel Fisika wonten ing taun 1906.","Category:1856 births|Category:1940 deaths|Category:20th-century British mathematicians|Category:20th-century British physicists|Category:All articles needing additional references|Category:All articles with unsourced statements|Category:Alumni of Trinity College, Cambridge|Category:Alumni of the Victoria University of Manchester|Category:Articles needing additional references from August 2017|Category:Articles with Internet Archive links|Category:Articles with Project Gutenberg links|Category:Articles with hCards|Category:Articles with short description|Category:Articles with unsourced statements from June 2012|Category:Biography with signature|Category:British Nobel laureates|Category:Burials at Westminster Abbey|Category:CS1 German-language sources (de)|Category:CS1 Italian-language sources (it)|Category:Cavendish Professors of Physics|Category:Commons link is on Wikidata|Category:English Anglicans|Category:Experimental physicists|Category:Fellows of the Royal Society|Category:Foreign associates of the National Academy of Sciences|Category:Knights Bachelor|Category:Mass spectrometrists|Category:Masters of Trinity College, Cambridge|Category:Members of the American Philosophical Society|Category:Members of the Order of Merit|Category:Nobel laureates in Physics|Category:Nobelprize template using Wikidata property P8024|Category:Pages with missing ISBNs|Category:People from Cheetham Hill|Category:Presidents of the British Science Association|Category:Presidents of the Cambridge Philosophical Society|Category:Presidents of the Institute of Physics|Category:Presidents of the Physical Society|Category:Presidents of the Royal Society|Category:Recipients of Franklin Medal|Category:Recipients of the Copley Medal|Category:Recipients of the Dalton Medal|Category:Royal Medal winners|Category:Second Wranglers|Category:Short description is different from Wikidata|Category:Use British English from October 2013|Category:Use dmy dates from December 2024|Category:Webarchive template wayback links",J. J. Thomson,jv,https://jv.wikipedia.org/wiki/Joseph_John_Thomson
63,Ilham Heydar oglu Aliyev (basa Azerbaijan: İlham Heydər oğlu Əliyev) (lair  24 Dhésèmber 1961; umur 63 taun) inggih punika Présidhèn Azerbaijan sapunika. Piyambakipun ugi minangka ketua saking Parté Azerbaijan Baru utawi Yeni Azərbaycan Partiyası.,Category:1961 births|Category:Aliyev family|Category:All Wikipedia neutral point of view disputes|Category:All articles needing additional references|Category:All articles with unsourced statements|Category:Anti-Armenian sentiment in Azerbaijan|Category:Articles containing Azerbaijani-language text|Category:Articles needing additional references from September 2021|Category:Articles tagged with the inline citation overkill template from November 2024|Category:Articles with short description|Category:Articles with unsourced statements from February 2024|Category:Authoritarianism|Category:Azerbaijani Shia Muslims|Category:Azerbaijani nationalists|Category:CS1: unfit URL|Category:CS1 Armenian-language sources (hy)|Category:CS1 Azerbaijani-language sources (az)|Category:CS1 French-language sources (fr)|Category:CS1 Russian-language sources (ru)|Category:CS1 errors: bare URL|Category:CS1 errors: missing title|Category:CS1 maint: bot: original URL status unknown|Category:CS1 uses Russian-language script (ru)|Category:Chairmen of the Turkic Council|Category:Children of presidents|Category:Citation overkill|Category:Commons category link from Wikidata|Category:Critics of Islamism|Category:Deniers of the Armenian genocide|Category:Grand Cross of the Legion of Honour|Category:Ilham Aliyev|Category:Knights Grand Cross with Collar of the Order of Merit of the Italian Republic|Category:Leaders of political parties in Azerbaijan|Category:Living people|Category:Moscow State Institute of International Relations alumni|Category:New Azerbaijan Party politicians|Category:Pages with Azerbaijani IPA|Category:People appearing on C-SPAN|Category:People named in the Panama Papers|Category:People named in the Pandora Papers|Category:Politicians from Baku|Category:Presidents of Azerbaijan|Category:Prime ministers of Azerbaijan|Category:Recipients of the Heydar Aliyev Order|Category:Recipients of the Order of Holy Prince Daniel of Moscow|Category:Recipients of the Order of Honor (Georgia)|Category:Recipients of the Order of Liberty (Ukraine)|Category:Recipients of the Order of Merit of the Republic of Poland|Category:Recipients of the Order of Prince Yaroslav the Wise|Category:Recipients of the Order of the Star of Romania|Category:Recipients of the Supreme Order of Turkic World|Category:Secretaries-general of the Non-Aligned Movement|Category:Short description is different from Wikidata|Category:Use dmy dates from February 2024|Category:Webarchive template wayback links|Category:Wikipedia indefinitely move-protected pages|Category:Wikipedia indefinitely semi-protected biographies of living people|Category:Wikipedia neutral point of view disputes from October 2020,Ilham Aliyev,jv,https://jv.wikipedia.org/wiki/Ilham_Aliyev
64,"Jigme Khesar Namgyel Wangchuck (Dzongkha: འཇིགས་མེད་གེ་སར་རྣམ་རྒྱལ་དབང་ཕྱུག་), lair  21 Fèbruari 1980; umur 44 taun inggih punika Druk Gyalpo Bhutan kaping 5 lan kepala dinasti Wangchuck. Piyambakipun jumeneng nata rikala tanggal 14 Dhésèmber 2006, lan kanthi resmi dipunnobataken nalika tanggal 1 November 2008.","Category:1980 births|Category:All articles covered by WikiProject Wikify|Category:All articles needing rewrite|Category:All articles with dead external links|Category:All articles with unsourced statements|Category:All pages needing cleanup|Category:Alumni of Magdalen College, Oxford|Category:Articles containing Dzongkha-language text|Category:Articles containing Standard Tibetan-language text|Category:Articles covered by WikiProject Wikify from November 2023|Category:Articles with dead external links from August 2018|Category:Articles with dead external links from January 2018|Category:Articles with hCards|Category:Articles with multiple maintenance issues|Category:Articles with permanently dead external links|Category:Articles with short description|Category:Articles with unsourced statements from October 2018|Category:Articles with unsourced statements from October 2024|Category:Bhutanese Buddhists|Category:Bhutanese monarchs|Category:Buddhist monarchs|Category:CS1 Thai-language sources (th)|Category:Commons category link is on Wikidata|Category:Living people|Category:Members of the Inner Temple|Category:National Defence College, India alumni|Category:People from Kathmandu|Category:Short description is different from Wikidata|Category:Use British English from September 2024|Category:Use dmy dates from March 2020|Category:Wangchuck dynasty|Category:Webarchive template wayback links|Category:Wheaton College (Massachusetts) alumni|Category:Wikipedia articles needing rewrite from January 2025|Category:Wikipedia introduction cleanup from November 2023",Jigme Khesar Namgyel Wangchuck,jv,https://jv.wikipedia.org/wiki/Jigme_Khesar_Namgyel_Wangchuck
