,ja_intro,en_categories,title,language,link
49,ムハマド・ユヌス（ベンガル語: মুহাম্মদ ইউনুস Muhammad Yunus、1940年6月28日 - ）は、バングラデシュの経済学者、実業家、政治家。同国にあるグラミン銀行の創設者、またそこを起源とするマイクロクレジットの創始者として知られる。2006年にはノーベル平和賞受賞。学位は経済学博士（ヴァンダービルト大学）。また、国連のSDG Advocatesの一人。2024年8月6日、反政府デモ（2024年バングラデシュクオータ制度改革運動）の激化を受けて首相を辞任したシェイク・ハシナに代わり、バングラデシュ暫定政府の首席顧問に指名された。8月8日に首席顧問への就任宣誓を行った。,Category:1940 births|Category:Academic staff of the University of Chittagong|Category:Agriculture and food award winners|Category:All Wikipedia articles written in Bangladeshi English|Category:Articles containing Bengali-language text|Category:Articles with hCards|Category:Articles with short description|Category:Bangladeshi Nobel laureates|Category:Bangladeshi Sunni Muslims|Category:Bangladeshi bankers|Category:Bangladeshi businesspeople|Category:Bangladeshi economists|Category:CS1 Bengali-language sources (bn)|Category:CS1 uses Bengali-language script (bn)|Category:Chittagong College alumni|Category:Chittagong Collegiate School and College alumni|Category:Congressional Gold Medal recipients|Category:Development specialists|Category:Guardian topic template using Wikidata|Category:HuffPost writers and columnists|Category:International Simón Bolívar Prize recipients|Category:Living people|Category:Microfinance people|Category:Middle Tennessee State University faculty|Category:Muhammad Yunus|Category:New York Times topic template using Wikidata|Category:Nobel Peace Prize laureates|Category:Nobelprize template using Wikidata property P8024|Category:Pages using Sister project links with hidden wikidata|Category:Pages with Bengali IPA|Category:People appearing on C-SPAN|Category:People associated with Glasgow Caledonian University|Category:People from Hathazari Upazila|Category:People in international development|Category:Pfeffer Peace Prize laureates|Category:Presidential Medal of Freedom recipients|Category:Prime ministers of Bangladesh|Category:Ramon Magsaysay Award winners|Category:Recipients of the Independence Day Award|Category:Short description is different from Wikidata|Category:Social entrepreneurs|Category:The Elders (organization)|Category:United Nations Foundation|Category:University of Dhaka alumni|Category:Use Bangladeshi English from February 2020|Category:Use dmy dates from August 2024|Category:Vanderbilt University alumni|Category:Wikipedia pages semi-protected against vandalism|Category:Winners of the Nikkei Asia Prize|Category:Yunus interim government advisors,Muhammad Yunus,ja,https://ja.wikipedia.org/wiki/%E3%83%A0%E3%83%8F%E3%83%9E%E3%83%89%E3%83%BB%E3%83%A6%E3%83%8C%E3%82%B9
50,セルマ・ラーゲルレーヴ（スウェーデン語: Selma Ottilia Lovisa Lagerlöf、スウェーデン語: [ˈsɛlˈma ˈlɑːɡərˈløːv] ( 音声ファイル)、1858年11月20日 - 1940年3月16日）は、スウェーデンの女性作家。『ニルスのふしぎな旅』（1906年・1907年）の著者であり、女性初・スウェーデン人初のノーベル文学賞受賞者（1909年）として名高い。かつての20スウェーデン・クローナ紙幣（2014年以前）には、表にラーゲルレーヴの肖像、裏にニルスが描かれていた。,Category:1858 births|Category:1940 deaths|Category:19th-century Swedish novelists|Category:20th-century Swedish novelists|Category:All articles with dead external links|Category:All articles with unsourced statements|Category:Articles containing Swedish-language text|Category:Articles with Internet Archive links|Category:Articles with LibriVox links|Category:Articles with Open Library links|Category:Articles with Project Gutenberg links|Category:Articles with Swedish-language sources (sv)|Category:Articles with dead external links from September 2022|Category:Articles with short description|Category:Articles with unsourced statements from December 2020|Category:CS1 Swedish-language sources (sv)|Category:Commons link is on Wikidata|Category:Liberals (Sweden) politicians|Category:Litteris et Artibus recipients|Category:Lutheran pacifists|Category:Lutheran writers|Category:Members of the Swedish Academy|Category:Nobel laureates in Literature|Category:Nobelprize template using Wikidata property P8024|Category:Open Library ID same as Wikidata|Category:Pages including recorded pronunciations|Category:Pages using the Phonos extension|Category:Pages with Swedish IPA|Category:People from Sunne Municipality|Category:Recipients of the Illis quorum|Category:SKBL template using Wikidata property P4963|Category:Selma Lagerlöf|Category:Short description is different from Wikidata|Category:Swedish-language writers|Category:Swedish Christian pacifists|Category:Swedish Lutherans|Category:Swedish Nobel laureates|Category:Swedish children's writers|Category:Swedish feminists|Category:Swedish short story writers|Category:Swedish suffragists|Category:Swedish women children's writers|Category:Swedish women novelists|Category:Use dmy dates from December 2017|Category:Webarchive template wayback links|Category:Wikipedia articles incorporating a citation from Collier's Encyclopedia|Category:Wikipedia articles incorporating a citation from the 1922 Encyclopaedia Britannica with Wikisource reference|Category:Wikipedia articles incorporating a citation from the Encyclopedia Americana with a Wikisource reference|Category:Wikipedia articles needing clarification from December 2020|Category:Wikipedia articles needing clarification from November 2024|Category:Women Nobel laureates|Category:Writers from Värmland,Selma Lagerlöf,ja,https://ja.wikipedia.org/wiki/%E3%82%BB%E3%83%AB%E3%83%9E%E3%83%BB%E3%83%A9%E3%83%BC%E3%82%B2%E3%83%AB%E3%83%AC%E3%83%BC%E3%83%B4
51,"スハルト（Soeharto, ジャワ語: Haji Muhammad Soeharto 1921年6月8日 - 2008年1月27日）は、インドネシアの軍人、政治家。第2代大統領（1968年 - 1998年）。30年以上在任し、開発独裁政権として同国の工業化を推し進めたがアジア通貨危機後の政治不安、社会不安を沈静化できず、大統領職を辞任した。在任中から、身内への不正な利益供与などについての批判を集めており、辞職後、その法的責任を問われたが、高齢、健康問題を理由に刑事訴追は取り下げられた。次女は第8代大統領 プラボウォ・スビアントの元妻シティ・ヘディアティ。",Category:1921 births|Category:2008 deaths|Category:All articles with unsourced statements|Category:Articles containing Dutch-language text|Category:Articles containing Indonesian-language text|Category:Articles containing Japanese-language text|Category:Articles with short description|Category:Articles with unsourced statements from May 2018|Category:Articles with unsourced statements from May 2022|Category:CS1 Indonesian-language sources (id)|Category:CS1 maint: url-status|Category:Cendana family|Category:Chiefs of staff of the Indonesian Army|Category:Commanders of the Indonesian National Armed Forces|Category:Commons category link is on Wikidata|Category:Critics of Islamism|Category:Deaths from kidney failure in Indonesia|Category:Deaths from lung disease|Category:Deputy prime ministers of Indonesia|Category:Genocide perpetrators|Category:Golkar politicians|Category:Good articles|Category:Indonesian Sunni Muslims|Category:Indonesian anti-communists|Category:Indonesian generals|Category:Indonesian mass killings of 1965–1966 perpetrators|Category:Indonesian nationalists|Category:Javanese people|Category:Leaders who took power by coup|Category:Members of Pembela Tanah Air|Category:Ministers of defense of Indonesia|Category:New Order (Indonesia)|Category:Pages including recorded pronunciations|Category:Pages using multiple image with auto scaled images|Category:Pages using the Phonos extension|Category:Pages with Indonesian IPA|Category:People from Yogyakarta|Category:People of the Indonesian National Revolution|Category:Perpetrators of Indigenous genocides|Category:Political corruption|Category:Presidents of Indonesia|Category:Recipients of the Grand Order of Mugunghwa|Category:Recipients of the Order of Al-Hussein bin Ali|Category:Royal Netherlands East Indies Army personnel|Category:Secretaries-general of the Non-Aligned Movement|Category:Short description is different from Wikidata|Category:Suharto|Category:Use dmy dates from February 2024|Category:Webarchive template wayback links|Category:Wikipedia articles needing clarification from April 2014|Category:Wikipedia articles needing page number citations from March 2021,Suharto,ja,https://ja.wikipedia.org/wiki/%E3%82%B9%E3%83%8F%E3%83%AB%E3%83%88
52,"リンジー・ローハン（Lindsay Lohan, 1986年7月2日 - ）は、アメリカ合衆国の女優、歌手。以前は「リンゼイ・ローハン」と表記されていたが、日本でのCD発売に際し、「リンジー・ローハン」に統一された（彼女の代表作『フォーチュン・クッキー』までは「リンゼイ」となっている）。苗字の発音はもとは[ˈləʊhæn]だったが、後に[ˈləʊən]とされている。","Category:1986 births|Category:20th-century American actresses|Category:21st-century American actresses|Category:21st-century American singer-songwriters|Category:21st-century American women singers|Category:Actresses from the Bronx|Category:All Wikipedia articles written in American English|Category:All articles containing potentially dated statements|Category:American child actresses|Category:American child pop musicians|Category:American child singers|Category:American expatriate actresses|Category:American expatriates in the United Arab Emirates|Category:American expatriates in the United Kingdom|Category:American film actresses|Category:American people convicted of theft|Category:American people of Irish descent|Category:American people of Italian descent|Category:American prisoners and detainees|Category:American soap opera actresses|Category:American television actresses|Category:American women pop singers|Category:American women singer-songwriters|Category:Articles containing potentially dated statements from 2015|Category:Articles containing potentially dated statements from April 2010|Category:Articles with hCards|Category:Articles with short description|Category:CS1 Flemish-language sources (nl-be)|Category:Cold Spring Harbor Jr./Sr. High School alumni|Category:Good articles|Category:Lindsay Lohan|Category:Living people|Category:Lohan family|Category:Motown artists|Category:Pages containing links to subscription-only content|Category:Pages using Sister project links with hidden wikidata|Category:Pages using Sister project links with wikidata namespace mismatch|Category:People from Cold Spring Harbor, New York|Category:People from Merrick, New York|Category:Short description is different from Wikidata|Category:Singers from New York (state)|Category:Universal Records artists|Category:Use American English from August 2020|Category:Use mdy dates from November 2021|Category:Wikipedia indefinitely move-protected pages|Category:Wikipedia indefinitely semi-protected biographies of living people",Lindsay Lohan,ja,https://ja.wikipedia.org/wiki/%E3%83%AA%E3%83%B3%E3%82%B8%E3%83%BC%E3%83%BB%E3%83%AD%E3%83%BC%E3%83%8F%E3%83%B3
53,"ジェシカ・マリー・アルバ（Jessica Marie Alba, 1981年4月28日 - ）は、アメリカ合衆国出身の女優、実業家。テレビシリーズ『ダーク・エンジェル』で知名度を上げ、映画界に進出。","Category:1981 births|Category:20th-century American actresses|Category:21st-century American actresses|Category:21st-century American philanthropists|Category:Activists from California|Category:Actresses from Los Angeles|Category:All Wikipedia articles in need of updating|Category:All articles containing potentially dated statements|Category:American child actresses|Category:American company founders|Category:American feminists|Category:American film actresses|Category:American retail chief executives|Category:American television actresses|Category:American video game actresses|Category:American voice actresses|Category:American women chief executives|Category:American women company founders|Category:Articles containing potentially dated statements from 2014|Category:Articles with hCards|Category:Articles with short description|Category:Businesspeople from Los Angeles|Category:Businesspeople in online retailing|Category:Claremont High School (California) alumni|Category:Commons category link is on Wikidata|Category:Former Roman Catholics|Category:Hispanic and Latino American actresses|Category:Hispanic and Latino American feminists|Category:Jessica Alba|Category:Living people|Category:Pages with non-numeric formatnum arguments|Category:People from Claremont, California|Category:Short description is different from Wikidata|Category:Use mdy dates from October 2020|Category:Webarchive template wayback links|Category:Wikipedia articles in need of updating from November 2024|Category:Wikipedia indefinitely move-protected pages|Category:Wikipedia indefinitely semi-protected biographies of living people",Jessica Alba,ja,https://ja.wikipedia.org/wiki/%E3%82%B8%E3%82%A7%E3%82%B7%E3%82%AB%E3%83%BB%E3%82%A2%E3%83%AB%E3%83%90
54,"ワレンチナ・ヴラディミロヴナ・テレシコワ（ロシア語: Валенти́на Влади́мировна Терешко́ва, ラテン文字転写: Valentina Vladimirovna Tereshkova, 1937年3月6日 - ）は、ソ連・ロシアの飛行士空軍軍人、政治家。1963年6月16日にボストーク6号に搭乗し、女性として人類初の宇宙飛行をおこなった。ボストーク計画で宇宙飛行をおこなった飛行士では、2024年時点で唯一の存命者である。","Category:1937 births|Category:1963 in spaceflight|Category:1st class Active State Councillors of the Russian Federation|Category:20th-century Russian women politicians|Category:21st-century Russian women politicians|Category:Anti-Ukrainian sentiment in Russia|Category:Articles containing Russian-language text|Category:Articles with hCards|Category:Articles with short description|Category:Astronaut-politicians|Category:Biography with signature|Category:CS1 Belarusian-language sources (be)|Category:CS1 Croatian-language sources (hr)|Category:CS1 Czech-language sources (cs)|Category:CS1 European Spanish-language sources (es-es)|Category:CS1 German-language sources (de)|Category:CS1 Russian-language sources (ru)|Category:CS1 Ukrainian-language sources (uk)|Category:Eighth convocation members of the State Duma (Russian Federation)|Category:EngvarB from May 2021|Category:Female air force generals and air marshals|Category:Full Cavaliers of the Order ""For Merit to the Fatherland""|Category:Good articles|Category:Grand Crosses of the Order of the Sun of Peru|Category:Heroes of the Soviet Union|Category:Living people|Category:Members of the Central Committee of the 24th Congress of the Communist Party of the Soviet Union|Category:Members of the Central Committee of the 25th Congress of the Communist Party of the Soviet Union|Category:Members of the Central Committee of the 26th Congress of the Communist Party of the Soviet Union|Category:Members of the Central Committee of the 27th Congress of the Communist Party of the Soviet Union|Category:Pages including recorded pronunciations|Category:Pages using the Phonos extension|Category:Pages with Russian IPA|Category:People from Yaroslavl Oblast|Category:Recipients of the Medal ""Participant of the military operation in Syria""|Category:Recipients of the Order of Friendship of Peoples|Category:Recipients of the Order of Honour (Russia)|Category:Recipients of the Order of Lenin|Category:Recipients of the Order of the Cross of Grunwald, 1st class|Category:Recipients of the Order of the Volta|Category:Russian Orthodox Christians from Russia|Category:Russian cosmonauts|Category:Russian individuals subject to European Union sanctions|Category:Russian individuals subject to U.S. Department of the Treasury sanctions|Category:Russian people of Belarusian descent|Category:Russian skydivers|Category:Seventh convocation members of the State Duma (Russian Federation)|Category:Short description is different from Wikidata|Category:Sixth convocation members of the State Duma (Russian Federation)|Category:Soviet Air Force generals|Category:Soviet atheists|Category:Soviet cosmonauts|Category:Soviet major generals|Category:Soviet politicians|Category:Soviet women aviators|Category:Soviet women in politics|Category:Specially Designated Nationals and Blocked Persons List|Category:State Prize of the Russian Federation laureates|Category:Textile workers|Category:Use dmy dates from March 2021|Category:Valentina Tereshkova|Category:Vostok program cosmonauts|Category:Webarchive template wayback links|Category:Women's International Democratic Federation people|Category:Women air force personnel of the Soviet Union|Category:Women astronauts|Category:Women military aviators",Valentina Tereshkova,ja,https://ja.wikipedia.org/wiki/%E3%83%AF%E3%83%AC%E3%83%B3%E3%83%81%E3%83%8A%E3%83%BB%E3%83%86%E3%83%AC%E3%82%B7%E3%82%B3%E3%83%AF
55,ジョン・シナ（John Cena、1977年4月23日 - ）は、アメリカ合衆国の男性プロレスラー、俳優、テレビ司会者。マサチューセッツ州ウェスト・ニューベリー出身。本名、ジョン・フェリックス・アンソニー・シナ・ジュニア（John Felix Anthony Cena Jr.）、WWE所属。史上最も偉大なプロレスラーの一人として広く知られており、リック・フレアーと並んでプロレス史上最も多い16回の世界王座を獲得した。,"Category:1977 births|Category:21st-century American male actors|Category:21st-century American male musicians|Category:21st-century American professional wrestlers|Category:21st-century American rappers|Category:21st-century male professional wrestlers|Category:All Wikipedia articles written in American English|Category:All articles containing potentially dated statements|Category:American car collectors|Category:American football offensive linemen|Category:American game show hosts|Category:American male film actors|Category:American male professional wrestlers|Category:American male rappers|Category:American male television actors|Category:American male voice actors|Category:American people of English descent|Category:American people of French-Canadian descent|Category:American philanthropists|Category:American professional wrestlers of Italian descent|Category:Articles containing potentially dated statements from 2001|Category:Articles with hAudio microformats|Category:Articles with hCards|Category:Articles with short description|Category:Biography with signature|Category:CS1: unfit URL|Category:CS1 Spanish-language sources (es)|Category:Catholics from Florida|Category:Catholics from Massachusetts|Category:Charity fundraisers (people)|Category:Columbia Records artists|Category:Commons category link is on Wikidata|Category:East Coast hip-hop musicians|Category:Exercise physiologists|Category:Internet memes|Category:Living people|Category:Male actors from Massachusetts|Category:Male actors from Tampa, Florida|Category:Money in the Bank winners|Category:Musicians from Tampa, Florida|Category:NWA/WCW/WWE United States Heavyweight Champions|Category:OVW Heavyweight Champions|Category:OVW Tag Team Champions|Category:Pages using embedded infobox templates with the title parameter|Category:People from Land o' Lakes, Florida|Category:People from West Newbury, Massachusetts|Category:Players of American football from Essex County, Massachusetts|Category:Pop rappers|Category:Professional wrestlers from Massachusetts|Category:Professional wrestlers from Tampa, Florida|Category:Rappers from Florida|Category:Rappers from Massachusetts|Category:Royal Rumble match winners|Category:S-aft: 'after' parameter includes the word 'incumbent'|Category:Short description is different from Wikidata|Category:Spokespersons|Category:Sportspeople from Essex County, Massachusetts|Category:Springfield College alumni|Category:Springfield Pride football players|Category:Television personalities from Florida|Category:Television producers from Florida|Category:Television producers from Massachusetts|Category:Template:Succession box: 'after' parameter includes the word 'incumbent'|Category:Use American English from April 2024|Category:Use mdy dates from May 2024|Category:WWE Champions|Category:Wikipedia indefinitely move-protected pages|Category:Wikipedia indefinitely semi-protected biographies of living people|Category:World Heavyweight Champions (WWE)|Category:World Tag Team Champions (WWE)|Category:World Tag Team Champions (WWE, 1971–2010)|Category:Wrestling Observer Newsletter award winners",John Cena,ja,https://ja.wikipedia.org/wiki/%E3%82%B8%E3%83%A7%E3%83%B3%E3%83%BB%E3%82%B7%E3%83%8A
56,ウィリアム・ワーズワース（William Wordsworth、1770年4月7日 - 1850年4月23日）は、イギリスの代表的なロマン派詩人である。湖水地方をこよなく愛し、純朴であると共に情熱を秘めた自然讃美の詩を書いた。同じくロマン派の詩人であるサミュエル・テイラー・コールリッジは親友で、Lyrical Ballads （『抒情民謡集』1798）はコールリッジとの共著であった。英国ロマン主義六大詩人の中では、彼が最も長命で、1843年に73歳で桂冠詩人となり、1850年に80歳で亡くなった。なお、日本語表記では「ワーズワス」と、後半のシラブルを長音にしないのが最近の国内の学界の慣例である。,"Category:1770 births|Category:1850 deaths|Category:18th-century Christian mystics|Category:18th-century English male writers|Category:18th-century English poets|Category:18th-century English writers|Category:19th-century Christian mystics|Category:19th-century English male writers|Category:19th-century English poets|Category:19th-century English writers|Category:19th-century mystics|Category:All accuracy disputes|Category:All articles with unsourced statements|Category:Alumni of St John's College, Cambridge|Category:Anglican poets|Category:Anglican writers|Category:Articles with Internet Archive links|Category:Articles with LibriVox links|Category:Articles with Project Gutenberg links|Category:Articles with disputed statements from January 2018|Category:Articles with short description|Category:Articles with unsourced statements from January 2025|Category:Articles with unsourced statements from June 2023|Category:Burials in Cumbria|Category:CS1 maint: numeric names: authors list|Category:English Anglicans|Category:English male poets|Category:Pages using Sister project links with hidden wikidata|Category:People associated with Durham University|Category:People educated at Hawkshead Grammar School|Category:People from Cockermouth|Category:People from Grasmere (village)|Category:Protestant mystics|Category:Romantic poets|Category:Short description matches Wikidata|Category:Sonneteers|Category:Use British English from August 2011|Category:Use dmy dates from April 2020|Category:Wikipedia articles incorporating a citation from the 1911 Encyclopaedia Britannica with Wikisource reference|Category:Wikipedia pending changes protected pages|Category:William Wordsworth|Category:Wordsworth family",William Wordsworth,ja,https://ja.wikipedia.org/wiki/%E3%82%A6%E3%82%A3%E3%83%AA%E3%82%A2%E3%83%A0%E3%83%BB%E3%83%AF%E3%83%BC%E3%82%BA%E3%83%AF%E3%83%BC%E3%82%B9
57,チャールズ・バベッジ（Charles Babbage、FRS、1791年12月26日 - 1871年10月18日）は、イギリスの数学者。哲学者、計算機科学者でもあり、世界で初めて「プログラム可能」な計算機を考案した。検眼鏡の発明者。「コンピュータの父」と言われることもあり、初期の機械式計算機を発明し、さらに複雑な設計に到達した。その完成しなかった機械の一部はロンドンに所在するサイエンス・ミュージアムに展示されている。1991年、バベッジの本来の設計に基づいて階差機関が組み立てられ、完全に機能した。これは19世紀当時の技術の精度に合わせて作られており、バベッジのマシンが当時完成していれば動作していたことを証明した。9年後、サイエンス・ミュージアムはバベッジが階差機関用に設計したプリンターも完成させた。,"Category:1791 births|Category:1871 deaths|Category:19th-century English engineers|Category:19th-century English mathematicians|Category:All articles with failed verification|Category:All articles with unsourced statements|Category:Alumni of Peterhouse, Cambridge|Category:Alumni of Trinity College, Cambridge|Category:Articles with Internet Archive links|Category:Articles with LibriVox links|Category:Articles with Project Gutenberg links|Category:Articles with failed verification from March 2019|Category:Articles with failed verification from October 2021|Category:Articles with hCards|Category:Articles with short description|Category:Articles with unsourced statements from December 2017|Category:Articles with unsourced statements from June 2022|Category:Biography with signature|Category:British business theorists|Category:Burials at Kensal Green Cemetery|Category:CS1 French-language sources (fr)|Category:CS1 maint: location missing publisher|Category:Charles Babbage|Category:Commons category link from Wikidata|Category:Corresponding members of the Saint Petersburg Academy of Sciences|Category:English Christians|Category:English computer scientists|Category:Fellows of the American Academy of Arts and Sciences|Category:Fellows of the Royal Astronomical Society|Category:Fellows of the Royal Society|Category:Fellows of the Royal Society of Edinburgh|Category:Lucasian Professors of Mathematics|Category:Mathematicians from London|Category:Pages containing links to subscription-only content|Category:Pages using cite ODNB with id parameter|Category:People educated at Totnes Grammar School|Category:People of the Industrial Revolution|Category:Recipients of the Gold Medal of the Royal Astronomical Society|Category:Short description matches Wikidata|Category:Use British English from November 2019|Category:Use dmy dates from June 2022|Category:Webarchive template wayback links|Category:Wikipedia articles incorporating a citation from the ODNB|Category:Wikipedia indefinitely move-protected pages|Category:Wikipedia pending changes protected pages",Charles Babbage,ja,https://ja.wikipedia.org/wiki/%E3%83%81%E3%83%A3%E3%83%BC%E3%83%AB%E3%82%BA%E3%83%BB%E3%83%90%E3%83%99%E3%83%83%E3%82%B8
58,シェイク・ハシナ・ワゼド（ベンガル語: শেখ হাসিনা ওয়াজেদ、1947年9月28日 -）は、バングラデシュの政治家。同国首相を延べ20年以上にわたって務め、国防大臣も兼任した。バングラデシュの二大政党の一つ、アワミ連盟の党首。2024年8月、退陣要求デモ激化の結果、辞任して隣国インドへ脱出した。日本のメディアでは現在は シェイク・ハシナ の表記が一般的だが、シェイフ・ハシナ と表記される場合もあるほか、かつては ハシナ・ワゼド とする記述もよく見られた。,"Category:10th Jatiya Sangsad members|Category:11th Jatiya Sangsad members|Category:12th Jatiya Sangsad members|Category:1947 births|Category:20th-century Bangladeshi women politicians|Category:20th-century Bengalis|Category:20th-century Muslims|Category:20th-century women prime ministers|Category:21st-century Bangladeshi women politicians|Category:21st-century Bengalis|Category:21st-century Muslims|Category:21st-century women prime ministers|Category:5th Jatiya Sangsad members|Category:7th Jatiya Sangsad members|Category:8th Jatiya Sangsad members|Category:9th Jatiya Sangsad members|Category:All Wikipedia articles written in Bangladeshi English|Category:All articles with dead external links|Category:All articles with unsourced statements|Category:All pages needing cleanup|Category:Articles containing Bengali-language text|Category:Articles needing cleanup from October 2024|Category:Articles with Banglapedia links|Category:Articles with dead external links from May 2024|Category:Articles with short description|Category:Articles with unsourced statements from September 2021|Category:Awami League politicians|Category:Bangladeshi Sunni Muslims|Category:Bangladeshi exiles|Category:Bangladeshi expatriates in India|Category:Bangladeshi women in politics|Category:CS1 Bengali-language sources (bn)|Category:CS1 Hindi-language sources (hi)|Category:CS1 uses Bengali-language script (bn)|Category:Children of presidents of Bangladesh|Category:Children of prime ministers of Bangladesh|Category:Cleanup tagged articles with a reason field from October 2024|Category:Eden Mohila College alumni|Category:Female defence ministers|Category:Female interior ministers|Category:Heads of government who were later imprisoned|Category:Honorary Fellows of Bangla Academy|Category:Leaders of the Opposition (Bangladesh)|Category:Left-wing populists|Category:Living people|Category:Pages using Sister project links with hidden wikidata|Category:Pages with Bengali IPA|Category:Pages with non-numeric formatnum arguments|Category:People from Gopalganj District, Bangladesh|Category:People indicted for crimes against humanity|Category:Presidents of the Awami League|Category:Prime ministers of Bangladesh|Category:Sheikh Hasina|Category:Short description is different from Wikidata|Category:Tungipara Sheikh family|Category:University of Dhaka alumni|Category:Use Bangladeshi English from July 2021|Category:Use dmy dates from November 2024|Category:Webarchive template wayback links|Category:Wikipedia extended-confirmed-protected pages|Category:Wikipedia pages needing cleanup from October 2024|Category:Women dictators|Category:Women members of the Jatiya Sangsad|Category:Women opposition leaders",Sheikh Hasina,ja,https://ja.wikipedia.org/wiki/%E3%82%B7%E3%82%A7%E3%82%A4%E3%82%AF%E3%83%BB%E3%83%8F%E3%82%B7%E3%83%8A
59,アイシュワリヤー・ラーイ・バッチャン（Aishwarya Rai Bachchan、1973年11月1日 - ）は、インド出身の女優、モデル。1994年のミス・ワールド。ニックネームはAsh（アイシュ）。インドを代表するセレブリティの一人である。,Category:1973 births|Category:20th-century Indian actresses|Category:21st-century Indian actresses|Category:Actresses from Mangalore|Category:Actresses from Mumbai|Category:Actresses in Bengali cinema|Category:Actresses in Hindi cinema|Category:Actresses in Tamil cinema|Category:Actresses in Telugu cinema|Category:All Wikipedia articles written in Indian English|Category:Alumni of D. G. Ruparel College|Category:Articles with hCards|Category:Articles with short description|Category:Bachchan family|Category:Biography with signature|Category:Bollywood Hungama person template using non-numeric ID|Category:Chevaliers of the Ordre des Arts et des Lettres|Category:Female models from Karnataka|Category:Filmfare Awards winners|Category:Good articles|Category:Indian Hindus|Category:Indian beauty pageant winners|Category:Indian expatriate actresses in the United Kingdom|Category:Indian expatriate actresses in the United States|Category:Indian film actresses|Category:International Indian Film Academy Awards winners|Category:Jai Hind College alumni|Category:Living people|Category:Miss World 1994 delegates|Category:Miss World winners|Category:Pages using Sister project links with hidden wikidata|Category:Pages with Hindi IPA|Category:People named in the Panama Papers|Category:Recipients of the Padma Shri in arts|Category:Screen Awards winners|Category:Short description matches Wikidata|Category:Tulu actresses|Category:United Nations goodwill ambassadors|Category:Use Indian English from May 2024|Category:Use dmy dates from May 2024|Category:Wikipedia indefinitely semi-protected pages|Category:Zee Cine Awards winners,Aishwarya Rai Bachchan,ja,https://ja.wikipedia.org/wiki/%E3%82%A2%E3%82%A4%E3%82%B7%E3%83%A5%E3%83%AF%E3%83%AA%E3%83%A4%E3%83%BC%E3%83%BB%E3%83%A9%E3%83%BC%E3%82%A4%E3%83%BB%E3%83%90%E3%83%83%E3%83%81%E3%83%A3%E3%83%B3
